time,ax,ay,az,atotal
1.767,2.25,-1.88,1.13,3.14
1.777,1.84,-1.75,0.91,2.70
1.787,1.45,-1.40,1.15,2.32
1.797,1.29,-1.17,0.67,1.87
1.807,1.00,-1.16,0.21,1.55
1.817,0.89,-1.36,0.23,1.64
1.827,0.74,-1.39,0.32,1.61
1.837,0.66,-1.42,0.17,1.58
1.847,0.75,-1.43,-0.00,1.61
1.857,0.79,-1.08,0.09,1.34
1.867,0.84,-0.56,0.42,1.10
1.877,0.85,-0.24,0.51,1.02
1.887,0.67,-0.07,0.38,0.78
1.897,0.54,-0.06,0.46,0.71
1.907,0.34,-0.16,0.64,0.75
1.917,0.19,-0.28,0.84,0.91
1.927,0.04,-0.15,0.35,0.38
1.937,-0.08,0.04,-0.10,0.13
1.947,-0.25,0.28,-0.20,0.43
1.957,-0.42,0.48,-0.26,0.69
1.967,-0.67,0.49,-0.33,0.89
1.977,-0.90,0.61,-0.09,1.09
1.987,-0.98,0.75,-0.08,1.24
1.997,-0.80,0.69,-0.66,1.25
2.007,-0.63,0.59,-0.86,1.22
2.017,-0.50,0.81,-0.54,1.10
2.027,-0.30,0.86,-0.31,0.96
2.037,-0.05,0.64,0.08,0.65
2.047,0.17,0.37,0.16,0.44
2.057,0.28,0.40,0.32,0.59
2.067,0.44,0.38,0.63,0.85
2.077,0.78,0.23,0.64,1.03
2.087,1.07,0.29,0.90,1.43
2.097,1.28,0.54,1.15,1.80
2.107,1.38,0.52,1.09,1.83
2.117,1.37,0.39,1.26,1.90
2.127,1.35,0.26,1.27,1.87
2.137,1.31,0.14,1.15,1.75
2.147,1.24,0.09,1.06,1.64
2.157,1.13,0.20,0.90,1.46
2.167,1.12,0.29,0.63,1.31
2.177,1.10,0.16,0.01,1.11
2.187,1.10,0.01,-0.56,1.24
2.197,1.07,-0.03,-0.61,1.23
2.207,0.93,0.02,-0.32,0.98
2.216,0.69,-0.04,-0.60,0.91
2.227,0.41,-0.15,-1.33,1.40
2.237,0.03,-0.06,-1.47,1.48
2.246,-0.44,0.40,-1.19,1.33
2.257,-0.76,0.56,-1.70,1.95
2.266,-1.07,0.34,-2.14,2.42
2.276,-1.44,0.06,-1.73,2.25
2.286,-1.58,-0.48,-1.57,2.28
2.297,-1.64,-1.02,-1.52,2.46
2.306,-1.69,-1.36,-1.37,2.56
2.316,-1.65,-1.43,-1.00,2.40
2.326,-1.54,-1.28,-0.86,2.18
2.336,-1.42,-0.92,-0.90,1.91
2.346,-1.46,-0.65,-1.03,1.90
2.356,-1.44,-0.74,-1.04,1.93
2.366,-1.39,-0.78,-0.66,1.73
2.376,-1.14,-0.83,-0.57,1.52
2.386,-0.84,-0.77,-0.37,1.20
2.396,-0.52,-0.60,-0.04,0.80
2.406,-0.11,-0.36,0.21,0.43
2.416,0.48,-0.06,0.87,0.99
2.426,1.16,0.10,1.56,1.95
2.436,1.70,-0.09,1.68,2.39
2.446,2.23,-0.46,1.57,2.77
2.456,2.50,-0.67,2.06,3.31
2.466,2.55,-0.30,3.14,4.06
2.476,2.44,0.16,3.22,4.04
2.486,2.19,0.61,2.78,3.59
2.496,1.62,0.74,1.92,2.62
2.506,0.85,-0.08,0.90,1.24
2.516,-0.18,-1.09,1.42,1.80
2.526,-0.77,-2.23,3.61,4.31
2.536,-0.41,-2.71,4.34,5.13
2.546,0.33,-2.80,3.96,4.86
2.556,1.16,-2.38,3.17,4.13
2.566,2.00,-1.44,2.39,3.43
2.576,2.23,0.07,0.38,2.26
2.586,2.50,0.80,-1.86,3.22
2.596,1.58,2.32,-2.83,3.98
2.606,0.94,1.76,-0.53,2.06
2.616,1.64,0.27,0.29,1.68
2.626,2.56,0.77,-2.50,3.66
2.636,2.55,1.78,-4.46,5.43
2.646,2.13,1.54,-4.25,5.00
2.656,1.26,1.33,-1.80,2.57
2.666,-0.14,1.02,-0.83,1.32
2.676,-2.14,0.19,-0.72,2.26
2.686,-4.05,0.19,-0.90,4.15
2.696,-4.24,0.67,-1.87,4.68
2.706,-3.60,0.59,-1.91,4.12
2.716,-2.84,0.25,-0.85,2.98
2.726,-1.87,-1.09,-0.30,2.19
2.736,-1.08,-2.01,1.22,2.59
2.746,-0.63,-1.41,3.13,3.49
2.756,-0.33,-0.37,2.37,2.43
2.765,-0.36,0.44,1.74,1.83
2.776,-0.58,0.56,1.63,1.82
2.786,-0.63,-0.18,0.86,1.08
2.796,-0.54,-0.98,0.77,1.36
2.806,-0.27,-1.11,1.22,1.67
2.816,0.03,-0.70,1.46,1.62
2.826,0.50,-0.58,0.09,0.77
2.836,1.19,-0.72,-0.80,1.61
2.846,1.42,-0.93,-0.61,1.80
2.856,1.12,-0.34,1.31,1.75
2.866,2.56,0.80,0.83,2.81
2.876,3.41,1.61,-1.08,3.92
2.886,2.55,1.54,-0.93,3.12
2.896,1.38,0.51,-1.16,1.87
2.905,0.59,-1.38,-1.25,1.95
2.915,0.46,-2.57,-1.65,3.09
2.926,0.62,-3.25,-2.33,4.05
2.936,0.97,-3.52,-1.87,4.10
2.946,0.79,-2.35,0.84,2.62
2.955,0.83,-0.40,1.32,1.61
2.965,-0.73,3.47,1.81,3.98
2.975,-0.37,6.31,-0.00,6.32
2.985,-0.66,6.83,-1.51,7.02
2.995,-1.50,5.35,-1.44,5.74
3.005,-0.98,3.04,-0.91,3.33
3.015,-0.49,1.93,0.02,1.99
3.025,-0.16,0.89,0.08,0.91
3.035,0.35,-0.06,-0.39,0.52
3.045,0.54,-0.65,-0.46,0.96
3.055,0.67,-0.81,-0.43,1.14
3.065,1.38,-0.53,-0.15,1.49
3.075,1.99,0.31,0.01,2.01
3.085,2.32,0.27,0.99,2.53
3.095,2.17,-0.32,1.27,2.53
3.105,1.77,0.24,1.60,2.39
3.115,0.86,2.66,1.46,3.15
3.125,-0.09,3.31,-0.77,3.40
3.135,-0.65,2.16,-1.80,2.89
3.145,-0.65,0.87,-1.53,1.88
3.155,-0.49,0.67,-1.92,2.09
3.165,-0.09,0.38,-1.37,1.42
3.175,0.65,-0.70,-0.14,0.97
3.185,1.31,-1.81,0.80,2.37
3.195,1.69,-2.49,1.01,3.18
3.205,1.48,-2.18,0.28,2.65
3.215,0.94,-1.47,0.10,1.75
3.225,0.91,-1.49,0.13,1.75
3.235,1.45,-1.43,-0.50,2.10
3.245,1.17,-0.23,-0.64,1.35
3.255,0.79,0.15,-0.44,0.91
3.265,0.50,0.31,-0.23,0.63
3.275,0.46,0.96,0.10,1.07
3.285,0.46,1.61,-0.07,1.68
3.295,0.22,2.03,-0.41,2.08
3.305,0.42,2.47,-0.48,2.55
3.315,0.62,2.60,-0.99,2.85
3.325,0.54,1.64,-0.77,1.89
3.335,0.16,0.04,-0.29,0.33
3.345,0.72,-1.09,0.12,1.31
3.355,0.46,-0.37,-0.64,0.87
3.365,0.31,0.11,-1.19,1.23
3.375,1.19,-1.95,-0.96,2.48
3.385,1.70,-1.22,-0.28,2.11
3.395,1.76,0.20,-1.02,2.05
3.405,0.54,1.24,-1.54,2.05
3.415,0.14,1.09,-1.28,1.69
3.425,0.32,1.45,-1.31,1.98
3.435,0.70,0.69,-1.50,1.79
3.445,1.23,0.19,-1.48,1.94
3.455,0.39,2.03,-1.02,2.31
3.465,0.18,2.05,-1.14,2.35
3.474,1.52,0.31,-1.55,2.20
3.485,1.67,0.19,-1.09,2.00
3.495,1.06,0.28,-1.11,1.56
3.505,0.81,0.17,-1.35,1.59
3.515,0.98,-0.00,-1.27,1.61
3.525,0.88,0.03,-1.03,1.36
3.535,0.90,-0.09,-1.40,1.67
3.545,1.65,-0.49,-1.35,2.18
3.555,1.65,-0.49,-0.86,1.93
3.564,0.80,-0.13,-1.02,1.30
3.574,0.46,-0.39,-0.99,1.16
3.585,0.59,-0.37,-0.88,1.12
3.595,0.71,-0.37,-1.06,1.33
3.604,0.71,-0.49,-1.22,1.50
3.614,0.60,-0.78,-1.33,1.66
3.624,0.50,-0.86,-1.38,1.70
3.634,0.32,-0.74,-1.19,1.44
3.645,0.18,-0.74,-1.06,1.31
3.654,0.13,-0.73,-0.94,1.20
3.664,0.15,-0.66,-0.82,1.06
3.675,0.22,-0.62,-0.69,0.95
3.685,0.33,-0.59,-0.52,0.85
3.695,0.45,-0.59,-0.42,0.85
3.704,0.56,-0.51,-0.46,0.88
3.714,0.75,-0.45,-0.52,1.02
3.724,1.02,-0.41,-0.61,1.25
3.734,1.21,-0.30,-0.73,1.45
3.744,1.34,-0.02,-0.86,1.59
3.754,1.48,0.36,-1.01,1.83
3.764,1.68,0.77,-1.14,2.17
3.774,1.91,1.20,-1.21,2.56
3.784,2.21,1.52,-1.16,2.93
3.794,2.57,1.66,-1.08,3.24
3.804,2.86,1.62,-1.04,3.44
3.814,2.89,1.39,-1.12,3.40
3.824,2.66,1.27,-1.26,3.20
3.834,2.56,1.29,-1.37,3.18
3.844,2.59,1.11,-1.51,3.20
3.854,2.63,1.01,-1.68,3.28
3.864,2.66,0.73,-1.80,3.29
3.874,2.61,0.31,-2.01,3.31
3.884,2.49,-0.11,-2.27,3.37
3.894,2.26,-0.44,-2.41,3.33
3.904,2.07,-0.70,-2.43,3.26
3.914,1.95,-0.66,-2.06,2.91
3.924,1.76,-0.17,-1.18,2.13
3.934,1.31,0.90,-0.30,1.62
3.944,0.49,2.56,0.67,2.69
3.954,-0.50,4.85,1.59,5.12
3.964,-1.41,6.58,1.78,6.97
3.974,-2.59,7.06,1.94,7.76
3.984,-3.91,5.98,2.08,7.44
3.994,-4.84,3.26,1.89,6.13
4.004,-4.88,0.16,1.53,5.12
4.014,-3.72,-2.35,0.96,4.51
4.024,-2.25,-3.69,0.82,4.40
4.034,-1.39,-4.29,0.94,4.61
4.044,-0.97,-4.28,0.87,4.47
4.054,-0.65,-3.70,0.45,3.78
4.064,-0.46,-2.98,0.02,3.01
4.073,-0.39,-2.67,-0.42,2.73
4.084,-0.47,-2.22,-0.89,2.43
4.094,-0.58,-1.19,-1.27,1.83
4.104,-0.53,0.22,-1.28,1.40
4.114,-0.23,1.71,-1.02,2.01
4.124,0.29,2.83,-0.75,2.95
4.134,0.84,2.98,-0.67,3.17
4.144,1.09,2.19,-0.57,2.51
4.154,1.11,1.33,-0.44,1.79
4.163,0.87,0.59,-0.45,1.14
4.174,0.53,-0.18,-0.59,0.81
4.184,0.36,-0.86,-0.88,1.28
4.194,0.34,-1.40,-1.21,1.88
4.204,0.53,-1.81,-1.45,2.38
4.214,0.63,-2.01,-1.58,2.63
4.224,0.71,-2.08,-1.55,2.69
4.233,0.85,-2.08,-1.37,2.63
4.244,0.91,-2.13,-1.28,2.65
4.254,0.95,-1.88,-1.10,2.38
4.263,0.96,-1.44,-0.88,1.94
4.273,0.92,-1.01,-0.81,1.59
4.283,0.88,-0.65,-0.87,1.40
4.293,0.86,-0.30,-1.02,1.36
4.303,0.91,0.02,-1.14,1.46
4.314,0.94,0.11,-1.27,1.58
4.323,1.06,0.34,-1.32,1.73
4.333,1.14,0.60,-1.33,1.85
4.344,1.00,0.77,-1.36,1.86
4.354,0.65,0.71,-1.44,1.73
4.363,0.07,0.45,-1.54,1.60
4.373,-0.63,0.13,-1.55,1.68
4.383,-1.18,-0.09,-1.64,2.02
4.393,-1.41,-0.16,-1.84,2.33
4.403,-1.23,-0.28,-2.12,2.47
4.413,-0.90,-0.42,-2.43,2.62
4.423,-0.41,-0.15,-2.73,2.76
4.433,0.09,0.44,-2.97,3.00
4.443,0.58,0.98,-2.89,3.10
4.453,1.20,1.26,-2.54,3.08
4.463,1.84,1.52,-2.50,3.46
4.473,2.12,1.74,-2.62,3.79
4.483,2.15,2.15,-2.78,4.12
4.493,2.13,2.50,-2.67,4.23
4.503,2.01,2.64,-2.13,3.95
4.513,1.89,2.58,-1.89,3.72
4.523,1.73,2.35,-1.84,3.45
4.533,1.49,1.94,-1.45,2.85
4.543,1.43,1.32,-0.81,2.11
4.553,1.59,0.69,-0.09,1.74
4.563,1.41,0.46,0.54,1.58
4.573,0.65,0.89,1.18,1.61
4.583,-0.48,1.20,2.21,2.56
4.593,-1.43,0.77,2.52,3.00
4.603,-2.18,-0.25,2.61,3.41
4.613,-2.66,-1.32,2.46,3.86
4.623,-3.16,-2.15,2.26,4.44
4.633,-3.70,-2.11,2.02,4.71
4.643,-4.19,-0.99,1.80,4.66
4.653,-4.24,0.41,1.80,4.63
4.663,-3.37,1.30,2.36,4.31
4.673,-2.64,2.19,3.17,4.67
4.683,-1.89,3.12,3.54,5.08
4.693,-0.84,3.41,3.49,4.95
4.703,0.53,2.31,3.13,3.93
4.713,1.86,0.18,2.44,3.07
4.723,2.35,-1.14,1.61,3.07
4.733,2.25,-1.32,0.82,2.74
4.743,2.12,-1.56,0.19,2.64
4.753,1.82,-1.75,0.23,2.54
4.763,1.62,-1.59,0.66,2.37
4.773,1.79,-1.20,0.74,2.28
4.783,1.92,-1.12,0.59,2.30
4.793,1.86,-1.26,0.31,2.27
4.803,1.83,-1.51,0.06,2.37
4.813,1.68,-1.59,-0.14,2.32
4.823,1.47,-1.71,-0.52,2.31
4.833,1.22,-1.47,-0.81,2.08
4.843,0.76,-1.36,-1.00,1.85
4.853,0.27,-1.31,-1.25,1.83
4.862,-0.04,-1.15,-1.25,1.70
4.873,0.01,-1.05,-0.88,1.37
4.883,0.33,-0.99,-0.30,1.09
4.893,0.63,-0.78,0.25,1.04
4.903,0.87,-0.92,0.49,1.35
4.912,0.92,-1.39,0.55,1.75
4.922,0.81,-1.83,0.70,2.12
4.932,0.78,-2.12,0.78,2.39
4.943,0.86,-1.50,0.78,1.90
4.953,1.22,-0.16,0.52,1.34
4.963,1.80,2.05,-0.23,2.74
4.973,2.94,4.28,-1.51,5.41
4.983,4.30,5.06,-1.95,6.92
4.992,4.71,4.65,-1.40,6.77
5.002,3.32,3.31,-1.25,4.86
5.012,1.17,1.23,-2.39,2.93
5.022,-0.30,-1.16,-3.22,3.44
5.032,-0.97,-2.70,-3.04,4.18
5.042,-1.02,-2.21,-1.91,3.09
5.052,-1.07,0.38,-0.68,1.33
5.062,-1.22,4.10,0.42,4.30
5.072,-1.14,7.37,1.64,7.64
5.082,-1.76,9.05,2.36,9.52
5.093,-3.40,9.46,3.29,10.57
5.102,-5.44,9.38,3.97,11.55
5.112,-6.67,6.45,3.86,10.05
5.122,-5.44,0.17,3.05,6.24
5.132,-3.51,-4.10,2.37,5.89
5.142,-2.11,-5.95,1.80,6.57
5.152,-1.12,-5.45,1.33,5.72
5.162,-0.39,-3.51,0.77,3.62
5.172,0.44,-2.05,0.12,2.10
5.182,1.08,-1.56,-0.39,1.94
5.192,1.31,-1.89,-0.54,2.36
5.202,1.16,-1.87,-0.34,2.23
5.212,1.03,-1.33,-0.36,1.73
5.222,0.98,-1.38,-0.64,1.81
5.232,0.81,-1.68,-0.84,2.05
5.242,0.18,-1.99,-0.85,2.18
5.252,-0.51,-2.21,-1.15,2.54
5.262,-1.04,-1.93,-1.65,2.75
5.272,-1.51,-1.32,-1.80,2.70
5.282,-1.57,-0.73,-1.60,2.36
5.292,-1.36,-0.33,-1.14,1.80
5.302,-1.09,-0.33,-0.68,1.33
5.312,-0.77,-0.59,-0.63,1.16
5.322,-0.55,-1.04,-0.70,1.37
5.332,-0.51,-1.37,-0.85,1.69
5.342,-0.49,-1.13,-0.95,1.56
5.352,-0.52,-0.62,-1.04,1.32
5.362,-0.64,-0.25,-1.21,1.39
5.372,-0.66,0.22,-1.22,1.40
5.382,-0.32,0.61,-1.45,1.61
5.392,0.23,0.76,-1.76,1.93
5.402,0.71,0.66,-1.81,2.06
5.412,0.98,0.33,-1.55,1.86
5.422,1.05,-0.04,-1.22,1.61
5.432,1.02,-0.67,-1.00,1.58
5.442,0.85,-1.17,-1.43,2.03
5.452,0.56,-1.43,-2.25,2.73
5.462,0.35,-1.22,-3.35,3.58
5.472,0.39,-0.85,-4.44,4.53
5.482,0.95,-0.24,-4.91,5.01
5.492,1.73,0.75,-4.53,4.90
5.502,2.24,1.80,-3.95,4.89
5.512,2.84,2.43,-3.25,4.95
5.521,3.37,2.48,-2.55,4.90
5.532,3.74,2.04,-2.10,4.75
5.542,3.84,1.62,-1.86,4.57
5.552,3.48,1.39,-1.81,4.16
5.562,2.60,0.90,-1.95,3.37
5.572,2.04,-0.16,-1.77,2.70
5.582,2.05,-0.90,-1.27,2.57
5.592,2.04,-1.28,-0.63,2.49
5.601,1.31,-1.34,0.40,1.91
5.612,0.44,-1.11,1.36,1.81
5.622,-0.44,-0.46,2.13,2.22
5.632,-1.36,0.25,2.75,3.07
5.641,-2.68,1.64,3.31,4.56
5.651,-4.00,3.36,3.69,6.40
5.661,-4.55,4.57,4.03,7.60
5.671,-4.54,4.97,4.30,7.99
5.681,-5.21,5.09,4.03,8.32
5.691,-5.59,5.88,3.08,8.68
5.701,-4.96,6.68,2.41,8.66
5.711,-3.20,5.24,2.68,6.70
5.722,-1.07,1.51,2.81,3.37
5.731,0.56,-0.64,2.06,2.23
5.741,1.36,-2.12,1.66,3.02
5.751,1.45,-2.22,1.79,3.20
5.761,2.41,-0.67,1.23,2.79
5.771,3.36,-0.28,0.77,3.46
5.781,3.91,-0.10,0.97,4.03
5.791,4.59,0.04,1.19,4.74
5.801,4.79,-1.28,0.66,5.00
5.811,4.29,-3.22,0.13,5.37
5.821,2.96,-5.05,-0.13,5.86
5.831,1.42,-5.79,-0.16,5.97
5.841,0.38,-5.16,-0.33,5.18
5.851,-0.49,-4.33,-0.79,4.43
5.861,-0.80,-3.51,-1.44,3.88
5.871,-0.78,-3.16,-1.69,3.67
5.881,-0.70,-2.92,-1.47,3.35
5.891,-0.72,-2.33,-0.88,2.59
5.901,-0.66,-1.67,-0.03,1.79
5.911,-0.78,-0.78,0.99,1.48
5.921,-0.86,-0.11,1.50,1.74
5.931,-0.89,-0.04,1.45,1.70
5.941,-0.63,-0.13,0.93,1.13
5.951,-0.28,-0.00,0.19,0.34
5.961,0.24,0.99,-1.07,1.48
5.971,1.28,2.36,-1.69,3.17
5.981,1.84,3.98,-1.38,4.59
5.991,1.83,4.78,-1.43,5.32
6.001,1.41,3.77,-2.03,4.51
6.011,0.71,1.47,-3.92,4.24
6.021,0.03,-1.11,-4.54,4.67
6.031,-0.52,-2.37,-3.97,4.65
6.041,-0.77,-1.71,-3.62,4.08
6.051,-0.84,0.02,-2.12,2.28
6.061,-1.05,2.72,0.48,2.95
6.071,-0.86,6.97,3.42,7.82
6.081,-1.05,10.77,5.47,12.13
6.092,-2.22,13.54,5.92,14.94
6.101,-4.02,14.54,5.03,15.90
6.111,-4.65,8.64,3.78,10.51
6.121,-3.69,-0.65,3.48,5.11
6.131,-2.59,-4.86,2.46,6.03
6.141,-2.30,-5.94,2.00,6.68
6.151,-2.50,-4.81,1.81,5.71
6.161,-2.34,-2.41,0.95,3.49
6.171,-1.64,-0.91,-0.08,1.88
6.181,-0.88,-0.84,-0.68,1.39
6.191,-0.79,-0.83,-0.69,1.33
6.201,-0.97,-0.21,-0.63,1.18
6.211,-0.76,-0.24,-1.00,1.28
6.221,-0.44,-0.87,-1.19,1.53
6.231,-0.62,-1.81,-1.01,2.16
6.241,-0.69,-2.51,-1.12,2.83
6.251,-0.57,-2.74,-1.64,3.24
6.261,-0.59,-2.78,-2.05,3.50
6.270,-0.68,-2.55,-1.76,3.17
6.280,-0.63,-2.00,-1.20,2.42
6.291,-0.40,-1.43,-0.98,1.78
6.301,-0.11,-1.13,-0.95,1.48
6.311,-0.13,-1.49,-0.91,1.76
6.320,-0.33,-2.06,-0.87,2.26
6.331,-0.65,-2.32,-1.11,2.66
6.341,-1.07,-1.87,-1.17,2.45
6.351,-1.81,-1.14,-1.06,2.39
6.361,-2.40,-0.22,-0.96,2.59
6.370,-2.35,0.78,-1.17,2.74
6.380,-1.57,1.52,-1.32,2.55
6.390,-0.56,1.59,-1.42,2.20
6.400,0.54,0.92,-1.62,1.94
6.410,1.75,-0.38,-1.90,2.61
6.420,2.81,-1.96,-2.41,4.19
6.430,3.48,-3.03,-3.18,5.61
6.440,3.69,-3.21,-4.03,6.33
6.450,3.74,-2.86,-4.71,6.66
6.460,3.87,-1.97,-5.27,6.83
