time,ax,ay,az,atotal
1.578,-0.29,-0.94,1.66,1.93
1.588,0.42,-1.16,2.06,2.41
1.598,1.88,-1.53,0.44,2.47
1.608,3.09,-1.02,-1.49,3.58
1.618,3.54,1.02,-3.20,4.88
1.628,3.00,3.12,-5.03,6.63
1.638,2.06,2.75,-6.15,7.05
1.648,1.16,0.76,-5.53,5.70
1.657,0.37,-0.70,-4.34,4.41
1.667,-0.66,-1.90,-2.74,3.40
1.678,-1.70,-2.81,-1.42,3.57
1.687,-2.38,-3.29,-0.54,4.09
1.698,-2.23,-2.83,0.78,3.68
1.707,-0.75,-0.90,1.19,1.67
1.717,0.76,0.93,0.31,1.25
1.727,2.05,2.00,-0.40,2.89
1.737,2.58,2.01,-0.09,3.27
1.747,1.82,1.38,-0.35,2.32
1.758,0.36,0.31,-0.12,0.49
1.767,-0.54,-0.76,0.70,1.17
1.777,-0.58,-1.15,1.13,1.71
1.787,0.05,-0.26,1.21,1.24
1.797,0.19,-0.05,2.50,2.50
1.808,0.46,-0.22,2.36,2.42
1.817,1.11,-1.03,0.91,1.76
1.827,1.54,-1.21,0.36,1.99
1.837,1.95,-0.55,0.48,2.09
1.848,1.48,-0.21,-0.55,1.60
1.857,0.07,2.72,-2.41,3.64
1.867,-0.98,4.57,-4.27,6.33
1.877,-1.52,4.61,-4.74,6.79
1.887,-0.98,4.18,-3.75,5.71
1.897,0.15,3.23,-3.48,4.75
1.907,1.32,1.24,-2.66,3.22
1.917,2.53,0.10,-1.61,3.01
1.927,2.66,0.18,0.09,2.67
1.937,1.93,0.28,2.05,2.83
1.947,1.26,-0.80,2.78,3.16
1.957,1.22,-2.44,2.95,4.01
1.967,1.17,-2.57,3.60,4.58
1.977,0.34,-1.98,3.26,3.83
1.987,0.31,-1.73,1.12,2.08
1.997,1.00,-1.19,-0.00,1.55
2.007,0.85,0.30,0.68,1.13
2.017,0.37,0.89,-1.24,1.58
2.027,0.14,0.90,-2.63,2.78
2.037,-0.04,1.49,-3.04,3.39
2.047,0.52,1.49,-3.42,3.77
2.057,1.20,0.81,-2.36,2.77
2.067,0.98,0.13,-0.57,1.14
2.077,0.73,-0.31,0.87,1.18
2.087,0.56,0.07,2.07,2.15
2.097,0.56,0.23,2.13,2.21
2.107,0.52,0.03,1.99,2.06
2.117,0.52,0.18,1.54,1.63
2.127,0.32,0.58,1.14,1.32
2.137,0.04,1.17,0.14,1.17
2.147,-0.01,1.26,0.25,1.28
2.157,0.16,1.07,0.85,1.37
2.167,0.38,0.94,1.08,1.48
2.177,0.17,0.58,1.14,1.29
2.187,-0.07,0.12,1.03,1.04
2.196,0.07,-0.33,0.19,0.39
2.207,0.33,-1.15,-0.19,1.22
2.217,0.39,-1.91,-0.63,2.05
2.227,0.25,-2.19,-1.13,2.47
2.237,0.05,-2.15,-1.48,2.61
2.246,-0.06,-2.56,-1.60,3.02
2.257,-0.24,-2.44,-1.94,3.13
2.267,-0.08,-2.34,-1.69,2.89
2.277,-0.02,-2.57,-0.90,2.73
2.287,-0.27,-2.80,-0.25,2.83
2.296,-0.13,-3.28,0.10,3.28
2.307,0.13,-3.72,0.50,3.76
2.317,0.26,-4.05,0.73,4.12
2.327,0.27,-3.96,0.65,4.02
2.336,0.27,-3.61,0.27,3.63
2.346,0.32,-2.99,-0.15,3.01
2.356,0.27,-2.13,-0.27,2.17
2.366,0.08,-0.93,-0.45,1.04
2.376,-0.26,0.80,-0.85,1.20
2.386,-0.62,2.28,-1.04,2.58
2.396,-0.73,3.07,-0.83,3.26
2.406,-0.91,3.75,-0.46,3.88
2.416,-1.11,4.05,-0.11,4.20
2.426,-1.02,3.75,0.42,3.91
2.436,-1.09,3.26,0.49,3.47
2.446,-1.23,2.67,0.56,2.99
2.456,-1.16,2.02,0.69,2.42
2.466,-0.79,1.09,1.09,1.73
2.476,-0.21,-0.44,1.86,1.92
2.486,0.31,-1.75,2.18,2.81
2.496,0.89,-2.84,2.01,3.59
2.506,1.11,-3.49,1.22,3.86
2.516,1.09,-4.02,0.59,4.20
2.526,1.02,-4.31,0.05,4.43
2.536,0.97,-4.47,-0.59,4.62
2.546,0.84,-4.68,-1.39,4.96
2.556,0.58,-4.82,-2.50,5.46
2.566,0.05,-4.64,-3.56,5.85
2.576,-0.58,-4.20,-4.08,5.88
2.586,-1.03,-2.92,-3.81,4.91
2.596,-1.47,2.29,-3.35,4.32
2.606,-2.41,8.15,-3.60,9.23
2.616,-3.09,11.27,-2.62,11.97
2.627,-3.12,13.32,4.11,14.28
2.636,-1.85,10.89,5.77,12.46
2.646,-0.89,4.85,-0.17,4.94
2.656,-1.04,1.87,-1.42,2.57
2.666,-0.36,-0.65,-2.05,2.18
2.676,0.17,-1.49,-0.10,1.50
2.686,1.46,-0.62,-1.12,1.94
2.696,0.79,0.81,-0.92,1.46
2.706,-0.08,0.59,0.67,0.90
2.716,-0.56,0.46,0.66,0.98
2.726,-0.66,0.41,0.95,1.22
2.736,-0.39,0.64,1.13,1.36
2.746,-0.13,0.84,0.74,1.12
2.756,0.03,0.92,-0.17,0.94
2.766,0.12,0.98,-1.00,1.40
2.776,0.15,1.09,-1.42,1.79
2.786,0.15,1.21,-1.33,1.80
2.796,0.19,1.24,-0.94,1.57
2.806,0.24,0.93,-0.50,1.08
2.816,0.14,0.33,-0.28,0.46
2.826,-0.09,-0.13,-0.34,0.38
2.836,-0.34,-0.28,-0.53,0.69
2.846,-0.54,-0.23,-1.04,1.20
2.856,-0.63,-0.15,-1.57,1.70
2.866,-0.66,-0.26,-1.89,2.02
2.876,-0.54,-0.44,-2.09,2.20
2.886,-0.33,-0.56,-2.01,2.11
2.896,-0.12,-0.64,-1.68,1.81
2.905,0.01,-0.84,-1.28,1.53
2.916,0.04,-1.20,-1.02,1.58
2.926,-0.00,-1.59,-0.99,1.87
2.935,-0.03,-1.97,-1.06,2.24
2.946,0.05,-2.12,-1.15,2.41
2.955,0.26,-2.03,-1.12,2.33
2.965,0.50,-1.87,-1.09,2.22
2.975,0.70,-1.67,-1.16,2.15
2.985,0.82,-1.51,-1.34,2.18
2.996,0.97,-1.46,-1.54,2.34
3.005,1.11,-1.46,-1.63,2.45
3.015,1.18,-1.43,-1.61,2.45
3.025,1.17,-1.28,-1.53,2.31
3.035,1.07,-0.88,-1.47,2.02
3.045,0.93,-0.17,-1.50,1.78
3.055,0.80,0.85,-1.65,2.02
3.065,0.70,2.14,-1.83,2.90
3.075,0.67,3.49,-1.88,4.02
3.085,0.52,4.80,-1.56,5.08
3.095,0.06,6.08,-0.85,6.14
3.106,-0.59,7.21,0.04,7.23
3.115,-1.06,7.97,0.76,8.08
3.125,-0.82,7.89,0.96,7.99
3.135,0.08,6.69,0.71,6.73
3.145,0.81,5.16,0.44,5.24
3.155,1.01,3.59,0.23,3.74
3.165,0.64,2.31,0.03,2.40
3.175,-0.21,1.82,-0.31,1.86
3.185,-1.18,2.20,-0.87,2.65
3.195,-1.75,3.26,-1.56,4.02
3.205,-1.76,4.71,-2.10,5.45
3.215,-1.38,6.32,-2.61,6.97
3.225,-1.09,7.50,-2.53,7.99
3.235,-1.10,7.76,-2.02,8.09
3.245,-1.21,6.96,-1.42,7.21
3.255,-1.18,5.40,-0.67,5.56
3.265,-0.86,3.81,0.11,3.90
3.275,-0.69,2.35,0.68,2.54
3.285,-0.77,0.92,1.02,1.57
3.295,-0.75,-0.45,1.30,1.57
3.305,-0.54,-1.73,1.45,2.32
3.315,-0.21,-3.11,1.58,3.50
3.325,0.10,-4.64,1.73,4.95
3.335,0.20,-6.48,1.66,6.69
3.345,0.08,-8.62,1.25,8.71
3.355,-0.27,-10.47,1.12,10.54
3.365,-0.72,-11.30,1.31,11.40
3.375,-0.98,-10.61,1.13,10.72
3.385,-0.79,-9.10,0.66,9.15
3.395,-0.72,-7.90,-0.14,7.93
3.405,-1.03,-6.69,-0.97,6.84
3.415,-1.18,-5.06,-1.83,5.51
3.425,-1.08,-2.90,-2.41,3.92
3.435,-0.84,0.13,-2.64,2.77
3.445,0.10,4.02,-3.15,5.11
3.455,1.22,7.92,-3.16,8.61
3.465,1.81,10.76,-1.46,11.01
3.475,1.72,10.71,1.62,10.97
3.485,1.86,6.96,3.93,8.20
3.495,2.45,3.35,4.50,6.12
3.505,2.88,1.16,3.91,4.99
3.515,2.93,-0.35,2.57,3.91
3.525,2.76,-1.24,1.11,3.23
3.535,2.73,-1.55,0.33,3.16
3.544,2.75,-1.36,0.11,3.07
3.555,2.63,-1.19,-0.87,3.02
3.565,1.92,-1.62,-1.56,2.96
3.575,0.90,-2.11,-1.53,2.76
3.585,-0.06,-2.27,-1.41,2.68
3.595,-0.62,-2.67,-1.13,2.96
3.605,-0.63,-3.31,-0.52,3.41
3.614,-0.44,-3.80,0.19,3.83
3.625,-0.29,-4.02,0.81,4.12
3.634,-0.20,-4.07,1.13,4.22
3.644,-0.05,-4.07,0.96,4.19
3.654,0.25,-4.15,0.38,4.17
3.664,0.61,-4.27,-0.42,4.33
3.674,0.88,-4.39,-1.20,4.63
3.684,0.95,-4.50,-1.84,4.96
3.694,0.88,-4.30,-2.43,5.02
3.704,0.74,-3.63,-3.09,4.82
3.714,0.86,-2.41,-3.68,4.48
3.724,1.29,-0.65,-3.76,4.03
3.734,1.91,1.65,-2.77,3.75
3.744,2.84,4.38,-0.61,5.26
3.754,3.94,7.21,1.70,8.39
3.764,3.72,9.93,2.52,10.90
3.774,1.78,11.16,1.94,11.47
3.785,-0.91,11.39,2.13,11.63
3.795,-3.82,11.84,3.06,12.81
3.805,-6.56,10.75,3.13,12.98
3.814,-7.04,8.06,1.40,10.79
3.824,-4.29,3.72,0.26,5.68
3.834,-0.73,0.86,0.30,1.16
3.844,1.56,-0.88,-0.44,1.85
3.854,3.03,-2.41,-1.58,4.18
3.864,3.52,-3.85,-1.99,5.58
3.874,3.13,-4.97,-1.58,6.08
3.884,2.09,-5.55,-0.88,6.00
3.894,0.58,-5.90,-0.39,5.94
3.904,-0.96,-6.37,0.06,6.44
3.914,-2.21,-6.95,0.45,7.30
3.924,-3.22,-7.15,0.62,7.87
3.934,-4.23,-6.60,0.77,7.88
3.944,-5.38,-5.27,0.81,7.57
3.954,-6.42,-3.13,0.67,7.17
3.964,-6.79,-0.30,0.47,6.81
3.974,-6.56,2.56,0.34,7.05
3.984,-5.79,4.60,0.45,7.41
3.994,-4.15,5.28,1.18,6.82
4.004,-2.02,4.54,2.21,5.44
4.014,-0.13,3.49,2.48,4.28
4.024,1.13,2.79,1.78,3.50
4.034,1.71,2.32,0.59,2.94
4.044,1.85,2.28,-0.36,2.96
4.054,1.89,2.24,-0.86,3.05
4.064,2.04,1.77,-0.94,2.86
4.074,2.10,0.72,-0.72,2.33
4.084,2.02,-0.64,-0.55,2.19
4.094,1.78,-2.02,-0.40,2.72
4.104,1.37,-3.20,-0.31,3.50
4.114,0.85,-4.09,-0.33,4.19
4.124,0.34,-4.64,-0.51,4.68
4.134,-0.11,-5.04,-0.82,5.11
4.144,-0.48,-5.37,-1.17,5.51
4.154,-0.67,-5.53,-1.43,5.75
4.164,-0.74,-5.46,-1.54,5.72
4.174,-0.75,-5.04,-1.38,5.28
4.184,-0.66,-4.29,-1.06,4.47
4.193,-0.51,-3.53,-0.88,3.68
4.204,-0.34,-2.99,-0.97,3.16
4.214,-0.19,-2.68,-1.37,3.01
4.224,0.05,-2.32,-1.91,3.00
4.234,0.35,-1.84,-2.47,3.10
4.243,0.55,-1.27,-2.99,3.29
4.253,0.64,-0.54,-3.43,3.54
4.264,0.64,0.43,-3.66,3.74
4.273,0.53,1.80,-3.54,4.01
4.283,0.35,3.63,-3.07,4.77
4.294,0.30,5.97,-2.12,6.34
4.303,0.67,8.58,-0.67,8.63
4.313,1.22,10.79,0.98,10.90
4.324,0.92,12.24,2.96,12.63
4.334,-0.40,12.98,4.67,13.80
4.345,-1.54,13.53,5.37,14.64
4.354,-1.46,13.07,4.75,13.98
4.364,-0.38,10.42,3.58,11.02
4.373,0.44,7.07,2.48,7.51
4.383,0.39,4.32,1.05,4.47
4.393,-0.24,2.39,-0.39,2.43
4.403,-1.16,1.01,-1.26,1.99
4.413,-2.06,-0.09,-1.65,2.64
4.423,-2.55,-1.09,-1.80,3.30
4.433,-2.58,-2.11,-1.78,3.78
4.443,-2.34,-3.32,-1.45,4.31
4.453,-1.91,-4.67,-0.87,5.12
4.463,-1.31,-5.90,-0.34,6.06
4.473,-0.69,-6.92,-0.21,6.95
4.483,-0.25,-7.83,-0.30,7.84
4.493,-0.08,-8.78,-0.50,8.80
4.503,-0.25,-9.59,-0.40,9.60
4.513,-0.56,-9.72,0.07,9.73
4.523,-0.40,-8.97,0.31,8.98
4.533,-0.14,-6.69,1.07,6.78
4.543,-0.18,-3.84,1.70,4.21
4.553,-0.20,-1.48,1.53,2.13
4.563,0.39,1.12,1.25,1.72
4.573,1.60,4.82,0.69,5.13
4.583,2.27,8.57,0.19,8.87
4.593,1.89,9.71,0.46,9.91
4.603,1.80,8.21,0.54,8.42
4.613,2.64,4.37,0.35,5.12
4.623,3.28,0.68,0.79,3.44
4.633,3.58,-1.00,1.08,3.87
4.643,3.14,-1.97,0.85,3.81
4.653,2.28,-2.66,0.92,3.62
4.663,1.74,-3.15,1.41,3.86
4.673,1.57,-3.10,1.55,3.81
4.683,1.42,-2.86,0.11,3.20
4.693,0.86,-2.96,-1.64,3.49
4.703,0.01,-2.84,-2.30,3.65
4.713,-0.70,-2.58,-2.56,3.71
4.723,-1.00,-2.66,-2.41,3.73
4.733,-1.04,-2.66,-1.53,3.24
4.743,-0.95,-2.45,-0.25,2.64
4.753,-0.67,-2.02,1.43,2.56
4.763,-0.23,-1.47,2.80,3.18
4.773,-0.04,-1.14,3.23,3.42
4.783,0.01,-1.13,2.36,2.62
4.793,0.34,-1.41,0.66,1.60
4.803,0.63,-2.01,-0.82,2.26
4.813,0.83,-2.76,-1.94,3.48
4.823,1.01,-3.19,-2.88,4.41
4.833,1.38,-3.10,-3.70,5.02
4.843,1.82,-2.47,-4.11,5.13
4.853,2.25,-1.42,-4.03,4.83
4.863,3.04,0.09,-3.00,4.27
4.872,4.03,2.23,-0.62,4.65
4.882,4.47,5.10,1.84,7.03
4.893,3.43,8.83,2.48,9.79
4.902,1.21,11.16,2.08,11.42
4.913,-0.46,11.75,1.85,11.90
4.924,-2.00,12.78,2.65,13.20
4.934,-4.69,12.24,3.19,13.49
4.943,-5.30,10.15,1.34,11.53
4.952,-2.52,6.00,0.45,6.53
4.962,0.32,3.46,0.45,3.50
4.972,1.98,0.99,-0.74,2.34
4.982,3.18,-1.63,-1.99,4.09
4.992,3.69,-3.94,-2.47,5.94
5.002,3.45,-5.61,-2.03,6.89
5.012,2.54,-6.35,-0.96,6.91
5.022,1.05,-6.36,-0.32,6.45
5.032,-0.62,-6.39,-0.02,6.42
5.042,-1.88,-7.13,0.07,7.37
5.052,-2.81,-7.80,0.13,8.29
5.062,-3.58,-7.81,0.24,8.59
5.072,-4.45,-7.12,0.30,8.41
5.082,-5.58,-5.78,0.29,8.04
5.092,-6.88,-3.79,0.50,7.87
5.102,-7.76,-1.17,1.02,7.91
5.112,-7.82,1.41,1.33,8.05
5.122,-6.79,3.14,1.41,7.61
5.132,-4.41,3.62,1.64,5.94
5.142,-1.62,3.15,1.93,4.04
5.152,0.53,2.87,1.85,3.45
5.162,1.83,2.61,1.20,3.41
5.172,2.44,2.47,0.38,3.49
5.182,2.68,2.55,-0.32,3.71
5.192,2.75,2.42,-0.71,3.73
5.202,2.88,2.11,-0.62,3.62
5.212,2.98,1.15,-0.27,3.20
5.222,2.77,-0.25,-0.17,2.78
5.232,2.37,-1.48,-0.34,2.81
5.242,1.89,-2.37,-0.60,3.09
5.252,1.32,-3.05,-0.81,3.42
5.262,0.65,-3.57,-1.05,3.77
5.272,0.03,-3.86,-1.33,4.08
5.282,-0.40,-3.91,-1.45,4.19
5.292,-0.63,-3.79,-1.34,4.07
5.302,-0.79,-3.87,-1.01,4.07
5.312,-0.76,-3.96,-0.58,4.07
5.322,-0.53,-3.91,-0.12,3.95
5.332,-0.28,-3.72,0.25,3.74
5.342,-0.12,-3.46,0.41,3.49
5.352,-0.03,-3.16,0.10,3.16
5.362,0.00,-2.75,-0.68,2.84
5.372,0.04,-2.11,-1.79,2.77
5.382,0.08,-1.31,-2.88,3.17
5.392,0.18,-0.59,-3.71,3.76
5.402,0.16,-0.23,-3.83,3.84
5.412,-0.06,-0.20,-3.21,3.22
5.422,-0.30,-0.25,-2.48,2.51
5.431,-0.48,-0.24,-1.88,1.95
5.442,-0.59,0.06,-1.33,1.46
5.452,-0.61,0.82,-0.91,1.37
5.462,-0.36,2.13,-0.60,2.24
5.472,-0.01,3.80,-0.26,3.81
5.482,0.09,5.61,0.12,5.61
5.492,-0.15,7.74,0.79,7.78
5.502,-0.60,10.04,2.01,10.25
5.511,-0.64,11.77,3.35,12.26
5.523,0.41,11.21,3.95,11.89
5.531,1.58,8.42,3.82,9.38
5.542,1.71,5.79,3.02,6.75
5.551,1.11,4.09,1.51,4.50
5.562,-0.02,3.32,-0.23,3.32
5.571,-1.54,3.14,-1.55,3.82
5.582,-3.11,3.24,-2.34,5.07
5.592,-4.35,3.40,-2.77,6.18
5.601,-4.80,3.75,-2.22,6.48
5.612,-4.38,3.77,-0.59,5.81
5.621,-3.51,3.13,0.02,4.70
5.631,-2.68,2.17,-0.11,3.45
5.641,-2.07,1.10,-0.14,2.35
5.651,-1.60,-0.24,0.17,1.63
5.661,-1.17,-1.71,0.60,2.16
5.671,-0.70,-3.01,0.97,3.24
5.681,-0.09,-4.27,1.34,4.48
5.691,0.54,-5.48,1.72,5.77
5.701,0.88,-6.56,1.80,6.86
5.711,0.92,-7.69,1.57,7.90
5.721,0.72,-8.96,0.95,9.04
5.731,0.39,-9.64,0.63,9.67
5.741,0.67,-9.35,-0.01,9.38
5.751,1.32,-8.35,-0.63,8.47
5.761,1.62,-6.86,-0.97,7.11
5.771,1.59,-4.69,-1.09,5.08
5.781,1.49,-2.45,-1.36,3.18
5.791,1.55,-0.20,-1.84,2.41
5.801,1.64,2.80,-1.81,3.72
5.811,1.95,5.91,-1.96,6.53
5.821,2.54,9.09,-2.31,9.72
5.831,3.09,11.29,-1.58,11.81
5.841,2.49,9.58,0.91,9.94
5.851,1.34,4.84,2.75,5.73
5.861,0.49,1.37,3.60,3.89
5.871,0.07,-0.72,3.47,3.55
5.881,0.08,-1.94,2.24,2.96
5.891,0.21,-2.53,0.97,2.72
5.901,0.37,-2.87,-0.14,2.90
5.911,0.45,-2.82,-0.65,2.93
5.921,0.40,-2.58,-1.64,3.09
5.931,0.09,-2.48,-2.72,3.68
5.941,-0.30,-2.37,-2.27,3.30
5.951,-0.37,-2.27,-1.44,2.71
5.961,-0.15,-2.17,-0.41,2.21
5.971,0.16,-2.29,0.70,2.40
5.981,0.37,-2.61,1.61,3.09
5.991,0.40,-2.81,2.08,3.52
6.001,0.36,-2.78,2.08,3.49
6.011,0.40,-2.83,1.43,3.19
6.021,0.45,-3.19,0.45,3.25
6.031,0.44,-3.70,-0.53,3.76
6.041,0.50,-4.29,-1.35,4.52
6.051,0.71,-4.86,-1.84,5.24
6.061,0.93,-5.28,-2.18,5.78
6.071,1.14,-5.38,-2.45,6.02
6.081,1.34,-5.13,-2.68,5.94
6.091,1.55,-4.40,-2.86,5.47
6.101,1.84,-3.11,-2.80,4.57
6.111,2.24,-1.23,-2.38,3.49
6.121,2.73,1.29,-1.30,3.29
6.131,3.68,3.67,-0.35,5.21
6.141,4.30,6.11,0.80,7.52
6.151,3.33,9.47,1.44,10.14
6.161,1.48,11.83,0.76,11.95
6.172,0.16,11.72,0.04,11.72
6.181,-0.57,10.69,0.29,10.71
6.191,-1.46,9.30,0.35,9.42
6.200,-1.78,7.61,-0.99,7.88
6.211,-0.78,4.82,-1.67,5.16
6.221,1.21,2.87,-0.98,3.26
6.231,2.45,1.63,-0.43,2.97
6.241,2.74,0.49,-0.56,2.84
6.250,2.49,-0.10,-0.75,2.60
6.261,1.81,-0.14,-1.00,2.07
6.270,1.02,-0.26,-0.93,1.40
6.280,0.49,-0.67,-0.01,0.83
6.290,0.30,-0.99,1.20,1.58
6.300,0.16,-1.12,1.94,2.24
6.310,-0.17,-0.99,2.14,2.36
6.320,-0.64,-1.05,1.96,2.32
6.330,-1.17,-1.67,1.59,2.59
6.340,-1.77,-2.65,1.29,3.43
6.350,-2.48,-3.63,1.09,4.53
6.360,-3.30,-4.51,0.96,5.67
6.370,-4.15,-5.05,0.92,6.60
6.380,-4.93,-5.18,0.91,7.21
6.390,-5.40,-4.88,0.75,7.31
6.400,-5.42,-4.28,0.42,6.92
6.410,-5.00,-3.35,0.24,6.02
6.420,-4.08,-2.24,0.45,4.68
6.430,-3.07,-0.96,0.66,3.29
6.440,-2.20,0.77,0.57,2.40
6.450,-1.26,2.56,0.32,2.87
6.460,0.05,4.13,0.27,4.14
6.470,1.55,5.17,0.55,5.42
